timestamp,pair,action,price,amount_usd,quantity,reason
2026-01-30T15:45:13.484542,PAXGUSDT,BUY,4845.9,20.0,0.004127200313667224,CAIDA_FUERTE_-10.0%
2026-01-30T15:45:13.485154,ZECUSDT,BUY,332.14,16.0,0.04817245739748299,CAIDA_FUERTE_-7.4%
2026-01-30T15:45:13.485474,DASHUSDT,BUY,51.23,12.8,0.24985360140542653,CAIDA_FUERTE_-5.9%
2026-01-30T15:45:40.784236,RENDERUSDT,BUY,1.687,10.240000000000002,6.069946650859515,CAIDA_FUERTE_-5.1%
